  .00528 .00176 .00103 .00040 .00283 .00189 .00094 .00034 .00026 .00018 .00017
  .00228 .00053 .00054 .00013 .00038 .00024 .00013 .00006 .00005 .00003 .00003
  .00051 .00023 .00012 .00007 .00023 .00006 .00008 .00003 .00002 .00002 .00002
   138.7  171.3  123.2  167.3   -2.0    0.7   -1.7   -1.5   40.5   22.4    4.9
  -163.0 -155.3  175.5 -166.0  -94.5 -162.6  -95.7 -177.8  102.5   60.5   10.3
    38.1   66.9   32.9   82.6  132.7  171.4  126.1  166.9   46.4   29.9    3.7
